Date,observations(m)
2022-06-07 08:19 PDT,2.91
2022-06-07 08:18 PDT,2.91
2022-06-07 08:17 PDT,2.9
2022-06-07 08:16 PDT,2.9
2022-06-07 08:15 PDT,2.9
2022-06-07 08:14 PDT,2.9
2022-06-07 08:13 PDT,2.91
2022-06-07 08:12 PDT,2.9
2022-06-07 08:11 PDT,2.9
2022-06-07 08:10 PDT,2.9
2022-06-07 08:09 PDT,2.9
2022-06-07 08:08 PDT,2.9
2022-06-07 08:07 PDT,2.9
2022-06-07 08:06 PDT,2.9
2022-06-07 08:05 PDT,2.9
2022-06-07 08:04 PDT,2.9
2022-06-07 08:03 PDT,2.89
2022-06-07 08:02 PDT,2.89
2022-06-07 08:01 PDT,2.89
2022-06-07 08:00 PDT,2.88
2022-06-07 07:59 PDT,2.88
2022-06-07 07:58 PDT,2.87
2022-06-07 07:57 PDT,2.88
2022-06-07 07:56 PDT,2.89
2022-06-07 07:55 PDT,2.89
2022-06-07 07:54 PDT,2.89
2022-06-07 07:53 PDT,2.89
2022-06-07 07:52 PDT,2.89
2022-06-07 07:51 PDT,2.89
2022-06-07 07:50 PDT,2.89
2022-06-07 07:49 PDT,2.89
2022-06-07 07:48 PDT,2.89
2022-06-07 07:47 PDT,2.89
2022-06-07 07:46 PDT,2.89
2022-06-07 07:45 PDT,2.89
2022-06-07 07:44 PDT,2.89
2022-06-07 07:43 PDT,2.89
2022-06-07 07:42 PDT,2.89
2022-06-07 07:41 PDT,2.89
2022-06-07 07:40 PDT,2.88
2022-06-07 07:39 PDT,2.88
2022-06-07 07:38 PDT,2.88
2022-06-07 07:37 PDT,2.88
2022-06-07 07:36 PDT,2.89
2022-06-07 07:35 PDT,2.89
2022-06-07 07:34 PDT,2.88
2022-06-07 07:33 PDT,2.89
2022-06-07 07:32 PDT,2.89
2022-06-07 07:31 PDT,2.89
2022-06-07 07:30 PDT,2.88
2022-06-07 07:29 PDT,2.88
2022-06-07 07:28 PDT,2.88
2022-06-07 07:27 PDT,2.88
2022-06-07 07:26 PDT,2.89
2022-06-07 07:25 PDT,2.88
2022-06-07 07:24 PDT,2.88
2022-06-07 07:23 PDT,2.89
2022-06-07 07:22 PDT,2.88
2022-06-07 07:21 PDT,2.88
2022-06-07 07:20 PDT,2.88
2022-06-07 07:19 PDT,2.88
2022-06-07 07:18 PDT,2.89
2022-06-07 07:17 PDT,2.89
2022-06-07 07:16 PDT,2.89
2022-06-07 07:15 PDT,2.88
2022-06-07 07:14 PDT,2.88
2022-06-07 07:13 PDT,2.88
2022-06-07 07:12 PDT,2.89
2022-06-07 07:11 PDT,2.89
2022-06-07 07:10 PDT,2.89
2022-06-07 07:09 PDT,2.89
2022-06-07 07:08 PDT,2.9
2022-06-07 07:07 PDT,2.9
2022-06-07 07:06 PDT,2.9
2022-06-07 07:05 PDT,2.89
2022-06-07 07:04 PDT,2.9
2022-06-07 07:03 PDT,2.9
2022-06-07 07:02 PDT,2.9
2022-06-07 07:01 PDT,2.9
2022-06-07 07:00 PDT,2.9
2022-06-07 06:59 PDT,2.91
2022-06-07 06:58 PDT,2.91
2022-06-07 06:57 PDT,2.91
2022-06-07 06:56 PDT,2.91
2022-06-07 06:55 PDT,2.91
2022-06-07 06:54 PDT,2.91
2022-06-07 06:53 PDT,2.92
2022-06-07 06:52 PDT,2.92
2022-06-07 06:51 PDT,2.92
2022-06-07 06:50 PDT,2.92
2022-06-07 06:49 PDT,2.93
2022-06-07 06:48 PDT,2.93
2022-06-07 06:47 PDT,2.93
2022-06-07 06:46 PDT,2.93
2022-06-07 06:45 PDT,2.93
2022-06-07 06:44 PDT,2.94
2022-06-07 06:43 PDT,2.94
2022-06-07 06:42 PDT,2.94
2022-06-07 06:41 PDT,2.94
2022-06-07 06:40 PDT,2.94
2022-06-07 06:39 PDT,2.94
2022-06-07 06:38 PDT,2.95
2022-06-07 06:37 PDT,2.95
2022-06-07 06:36 PDT,2.96
2022-06-07 06:35 PDT,2.95
2022-06-07 06:34 PDT,2.95
2022-06-07 06:33 PDT,2.95
2022-06-07 06:32 PDT,2.96
2022-06-07 06:31 PDT,2.96
2022-06-07 06:30 PDT,2.97
2022-06-07 06:29 PDT,2.97
2022-06-07 06:28 PDT,2.97
2022-06-07 06:27 PDT,2.97
2022-06-07 06:26 PDT,2.97
2022-06-07 06:25 PDT,2.98
2022-06-07 06:24 PDT,2.98
2022-06-07 06:23 PDT,2.98
2022-06-07 06:22 PDT,2.98
2022-06-07 06:21 PDT,2.98
2022-06-07 06:20 PDT,2.99
2022-06-07 06:19 PDT,2.99
2022-06-07 06:18 PDT,2.99
2022-06-07 06:17 PDT,2.99
2022-06-07 06:16 PDT,2.99
2022-06-07 06:15 PDT,3
2022-06-07 06:14 PDT,3.01
2022-06-07 06:13 PDT,3.01
2022-06-07 06:12 PDT,3.01
2022-06-07 06:11 PDT,3.01
2022-06-07 06:10 PDT,3.01
2022-06-07 06:09 PDT,3.02
2022-06-07 06:08 PDT,3.02
2022-06-07 06:07 PDT,3.02
2022-06-07 06:06 PDT,3.03
2022-06-07 06:05 PDT,3.03
2022-06-07 06:04 PDT,3.03
2022-06-07 06:03 PDT,3.04
2022-06-07 06:02 PDT,3.04
2022-06-07 06:01 PDT,3.04
2022-06-07 06:00 PDT,3.04
2022-06-07 05:59 PDT,3.05
2022-06-07 05:58 PDT,3.05
2022-06-07 05:57 PDT,3.05
2022-06-07 05:56 PDT,3.05
2022-06-07 05:55 PDT,3.05
2022-06-07 05:54 PDT,3.06
2022-06-07 05:53 PDT,3.06
2022-06-07 05:52 PDT,3.07
2022-06-07 05:51 PDT,3.07
2022-06-07 05:50 PDT,3.08
2022-06-07 05:49 PDT,3.08
2022-06-07 05:48 PDT,3.08
2022-06-07 05:47 PDT,3.08
2022-06-07 05:46 PDT,3.09
2022-06-07 05:45 PDT,3.1
2022-06-07 05:44 PDT,3.1
2022-06-07 05:43 PDT,3.1
2022-06-07 05:42 PDT,3.11
2022-06-07 05:41 PDT,3.11
2022-06-07 05:40 PDT,3.11
2022-06-07 05:39 PDT,3.11
2022-06-07 05:38 PDT,3.12
2022-06-07 05:37 PDT,3.12
2022-06-07 05:36 PDT,3.13
2022-06-07 05:35 PDT,3.13
2022-06-07 05:34 PDT,3.14
2022-06-07 05:33 PDT,3.14
2022-06-07 05:32 PDT,3.14
2022-06-07 05:31 PDT,3.15
2022-06-07 05:30 PDT,3.14
2022-06-07 05:29 PDT,3.15
2022-06-07 05:28 PDT,3.15
2022-06-07 05:27 PDT,3.15
2022-06-07 05:26 PDT,3.16
2022-06-07 05:25 PDT,3.16
2022-06-07 05:24 PDT,3.17
2022-06-07 05:23 PDT,3.17
2022-06-07 05:22 PDT,3.17
2022-06-07 05:21 PDT,3.18
2022-06-07 05:20 PDT,3.18
2022-06-07 05:19 PDT,3.19
2022-06-07 05:18 PDT,3.19
2022-06-07 05:17 PDT,3.2
2022-06-07 05:16 PDT,3.2
2022-06-07 05:15 PDT,3.21
2022-06-07 05:14 PDT,3.21
2022-06-07 05:13 PDT,3.22
2022-06-07 05:12 PDT,3.23
2022-06-07 05:11 PDT,3.23
2022-06-07 05:10 PDT,3.23
2022-06-07 05:09 PDT,3.23
2022-06-07 05:08 PDT,3.23
2022-06-07 05:07 PDT,3.24
2022-06-07 05:06 PDT,3.25
2022-06-07 05:05 PDT,3.25
2022-06-07 05:04 PDT,3.25
2022-06-07 05:03 PDT,3.26
2022-06-07 05:02 PDT,3.27
2022-06-07 05:01 PDT,3.27
2022-06-07 05:00 PDT,3.27
2022-06-07 04:59 PDT,3.28
2022-06-07 04:58 PDT,3.28
2022-06-07 04:57 PDT,3.29
2022-06-07 04:56 PDT,3.29
2022-06-07 04:55 PDT,3.3
2022-06-07 04:54 PDT,3.3
2022-06-07 04:53 PDT,3.31
2022-06-07 04:52 PDT,3.31
2022-06-07 04:51 PDT,3.32
2022-06-07 04:50 PDT,3.32
2022-06-07 04:49 PDT,3.33
2022-06-07 04:48 PDT,3.33
2022-06-07 04:47 PDT,3.33
2022-06-07 04:46 PDT,3.33
2022-06-07 04:45 PDT,3.34
2022-06-07 04:44 PDT,3.35
2022-06-07 04:43 PDT,3.35
2022-06-07 04:42 PDT,3.36
2022-06-07 04:41 PDT,3.37
2022-06-07 04:40 PDT,3.37
2022-06-07 04:39 PDT,3.38
2022-06-07 04:38 PDT,3.38
2022-06-07 04:37 PDT,3.39
2022-06-07 04:36 PDT,3.39
2022-06-07 04:35 PDT,3.4
2022-06-07 04:34 PDT,3.4
2022-06-07 04:33 PDT,3.41
2022-06-07 04:32 PDT,3.42
2022-06-07 04:31 PDT,3.42
2022-06-07 04:30 PDT,3.42
2022-06-07 04:29 PDT,3.43
2022-06-07 04:28 PDT,3.44
2022-06-07 04:27 PDT,3.44
2022-06-07 04:26 PDT,3.45
2022-06-07 04:25 PDT,3.45
2022-06-07 04:24 PDT,3.46
2022-06-07 04:23 PDT,3.47
2022-06-07 04:22 PDT,3.47
2022-06-07 04:21 PDT,3.48
2022-06-07 04:20 PDT,3.48
2022-06-07 04:19 PDT,3.49
2022-06-07 04:18 PDT,3.49
2022-06-07 04:17 PDT,3.5
2022-06-07 04:16 PDT,3.5
2022-06-07 04:15 PDT,3.51
2022-06-07 04:14 PDT,3.52
2022-06-07 04:13 PDT,3.52
2022-06-07 04:12 PDT,3.53
2022-06-07 04:11 PDT,3.53
2022-06-07 04:10 PDT,3.54
2022-06-07 04:09 PDT,3.54
2022-06-07 04:08 PDT,3.55
2022-06-07 04:07 PDT,3.56
2022-06-07 04:06 PDT,3.56
2022-06-07 04:05 PDT,3.57
2022-06-07 04:04 PDT,3.58
2022-06-07 04:03 PDT,3.58
2022-06-07 04:02 PDT,3.58
2022-06-07 04:01 PDT,3.59
2022-06-07 04:00 PDT,3.6
2022-06-07 03:59 PDT,3.6
2022-06-07 03:58 PDT,3.61
2022-06-07 03:57 PDT,3.62
2022-06-07 03:56 PDT,3.62
2022-06-07 03:55 PDT,3.63
2022-06-07 03:54 PDT,3.63
2022-06-07 03:53 PDT,3.64
2022-06-07 03:52 PDT,3.64
2022-06-07 03:51 PDT,3.65
2022-06-07 03:50 PDT,3.66
2022-06-07 03:49 PDT,3.66
2022-06-07 03:48 PDT,3.67
2022-06-07 03:47 PDT,3.68
2022-06-07 03:46 PDT,3.68
2022-06-07 03:45 PDT,3.69
2022-06-07 03:44 PDT,3.69
2022-06-07 03:43 PDT,3.7
2022-06-07 03:42 PDT,3.71
2022-06-07 03:41 PDT,3.71
2022-06-07 03:40 PDT,3.72
2022-06-07 03:39 PDT,3.73
2022-06-07 03:38 PDT,3.73
2022-06-07 03:37 PDT,3.74
2022-06-07 03:36 PDT,3.75
2022-06-07 03:35 PDT,3.75
2022-06-07 03:34 PDT,3.76
2022-06-07 03:33 PDT,3.76
2022-06-07 03:32 PDT,3.77
2022-06-07 03:31 PDT,3.78
2022-06-07 03:30 PDT,3.78
2022-06-07 03:29 PDT,3.78
2022-06-07 03:28 PDT,3.78
2022-06-07 03:27 PDT,3.78
2022-06-07 03:26 PDT,3.8
2022-06-07 03:25 PDT,3.81
2022-06-07 03:24 PDT,3.82
2022-06-07 03:23 PDT,3.82
2022-06-07 03:22 PDT,3.83
2022-06-07 03:21 PDT,3.83
2022-06-07 03:20 PDT,3.84
2022-06-07 03:19 PDT,3.85
2022-06-07 03:18 PDT,3.85
2022-06-07 03:17 PDT,3.85
2022-06-07 03:16 PDT,3.86
2022-06-07 03:15 PDT,3.86
2022-06-07 03:14 PDT,3.87
2022-06-07 03:13 PDT,3.88
2022-06-07 03:12 PDT,3.88
2022-06-07 03:11 PDT,3.89
2022-06-07 03:10 PDT,3.89
2022-06-07 03:09 PDT,3.9
2022-06-07 03:08 PDT,3.9
2022-06-07 03:07 PDT,3.9
2022-06-07 03:06 PDT,3.91
2022-06-07 03:05 PDT,3.92
2022-06-07 03:04 PDT,3.92
2022-06-07 03:03 PDT,3.93
2022-06-07 03:02 PDT,3.93
2022-06-07 03:01 PDT,3.94
2022-06-07 03:00 PDT,3.95
2022-06-07 02:59 PDT,3.95
2022-06-07 02:58 PDT,3.95
2022-06-07 02:57 PDT,3.95
2022-06-07 02:56 PDT,3.96
2022-06-07 02:55 PDT,3.96
2022-06-07 02:54 PDT,3.97
2022-06-07 02:53 PDT,3.98
2022-06-07 02:52 PDT,3.99
2022-06-07 02:51 PDT,3.99
2022-06-07 02:50 PDT,4
2022-06-07 02:49 PDT,3.99
2022-06-07 02:48 PDT,4
2022-06-07 02:47 PDT,4.02
2022-06-07 02:46 PDT,4.02
2022-06-07 02:45 PDT,4.01
2022-06-07 02:44 PDT,4.02
2022-06-07 02:43 PDT,4.04
2022-06-07 02:42 PDT,4.05
2022-06-07 02:41 PDT,4.05
2022-06-07 02:40 PDT,4.06
2022-06-07 02:39 PDT,4.06
2022-06-07 02:38 PDT,4.07
2022-06-07 02:37 PDT,4.07
2022-06-07 02:36 PDT,4.08
2022-06-07 02:35 PDT,4.08
2022-06-07 02:34 PDT,4.09
2022-06-07 02:33 PDT,4.09
2022-06-07 02:32 PDT,4.1
2022-06-07 02:31 PDT,4.1
2022-06-07 02:30 PDT,4.11
2022-06-07 02:29 PDT,4.11
2022-06-07 02:28 PDT,4.12
2022-06-07 02:27 PDT,4.12
2022-06-07 02:26 PDT,4.13
2022-06-07 02:25 PDT,4.13
2022-06-07 02:24 PDT,4.13
2022-06-07 02:23 PDT,4.14
2022-06-07 02:22 PDT,4.15
2022-06-07 02:21 PDT,4.15
2022-06-07 02:20 PDT,4.15
2022-06-07 02:19 PDT,4.16
2022-06-07 02:18 PDT,4.16
2022-06-07 02:17 PDT,4.16
2022-06-07 02:16 PDT,4.16
2022-06-07 02:15 PDT,4.16
2022-06-07 02:14 PDT,4.16
2022-06-07 02:13 PDT,4.16
2022-06-07 02:12 PDT,4.17
2022-06-07 02:11 PDT,4.18
2022-06-07 02:10 PDT,4.18
2022-06-07 02:09 PDT,4.19
2022-06-07 02:08 PDT,4.19
2022-06-07 02:07 PDT,4.2
2022-06-07 02:06 PDT,4.2
2022-06-07 02:05 PDT,4.2
2022-06-07 02:04 PDT,4.21
2022-06-07 02:03 PDT,4.21
2022-06-07 02:02 PDT,4.2
2022-06-07 02:01 PDT,4.21
2022-06-07 02:00 PDT,4.21
2022-06-07 01:59 PDT,4.21
2022-06-07 01:58 PDT,4.22
2022-06-07 01:57 PDT,4.23
2022-06-07 01:56 PDT,4.24
2022-06-07 01:55 PDT,4.24
2022-06-07 01:54 PDT,4.25
2022-06-07 01:53 PDT,4.25
2022-06-07 01:52 PDT,4.25
2022-06-07 01:51 PDT,4.26
2022-06-07 01:50 PDT,4.26
2022-06-07 01:49 PDT,4.26
2022-06-07 01:48 PDT,4.27
2022-06-07 01:47 PDT,4.27
2022-06-07 01:46 PDT,4.27
2022-06-07 01:45 PDT,4.28
2022-06-07 01:44 PDT,4.28
2022-06-07 01:43 PDT,4.27
2022-06-07 01:42 PDT,4.28
2022-06-07 01:41 PDT,4.28
2022-06-07 01:40 PDT,4.28
2022-06-07 01:39 PDT,4.29
2022-06-07 01:38 PDT,4.29
2022-06-07 01:37 PDT,4.3
2022-06-07 01:36 PDT,4.3
2022-06-07 01:35 PDT,4.31
2022-06-07 01:34 PDT,4.31
2022-06-07 01:33 PDT,4.31
2022-06-07 01:32 PDT,4.31
2022-06-07 01:31 PDT,4.32
2022-06-07 01:30 PDT,4.32
2022-06-07 01:29 PDT,4.32
2022-06-07 01:28 PDT,4.32
2022-06-07 01:27 PDT,4.33
2022-06-07 01:26 PDT,4.33
2022-06-07 01:25 PDT,4.33
2022-06-07 01:24 PDT,4.34
2022-06-07 01:23 PDT,4.34
2022-06-07 01:22 PDT,4.34
2022-06-07 01:21 PDT,4.34
2022-06-07 01:20 PDT,4.35
2022-06-07 01:19 PDT,4.35
2022-06-07 01:18 PDT,4.36
2022-06-07 01:17 PDT,4.36
2022-06-07 01:16 PDT,4.36
2022-06-07 01:15 PDT,4.37
2022-06-07 01:14 PDT,4.36
2022-06-07 01:13 PDT,4.37
2022-06-07 01:12 PDT,4.37
2022-06-07 01:11 PDT,4.37
2022-06-07 01:10 PDT,4.37
2022-06-07 01:09 PDT,4.37
2022-06-07 01:08 PDT,4.37
2022-06-07 01:07 PDT,4.37
2022-06-07 01:06 PDT,4.38
2022-06-07 01:05 PDT,4.38
2022-06-07 01:04 PDT,4.38
2022-06-07 01:03 PDT,4.38
2022-06-07 01:02 PDT,4.38
2022-06-07 01:01 PDT,4.38
2022-06-07 01:00 PDT,4.38
2022-06-07 00:59 PDT,4.38
2022-06-07 00:58 PDT,4.38
2022-06-07 00:57 PDT,4.38
2022-06-07 00:56 PDT,4.39
2022-06-07 00:55 PDT,4.39
2022-06-07 00:54 PDT,4.39
2022-06-07 00:53 PDT,4.39
2022-06-07 00:52 PDT,4.4
2022-06-07 00:51 PDT,4.4
2022-06-07 00:50 PDT,4.4
2022-06-07 00:49 PDT,4.4
2022-06-07 00:48 PDT,4.4
2022-06-07 00:47 PDT,4.4
2022-06-07 00:46 PDT,4.41
2022-06-07 00:45 PDT,4.41
2022-06-07 00:44 PDT,4.41
2022-06-07 00:43 PDT,4.41
2022-06-07 00:42 PDT,4.41
2022-06-07 00:41 PDT,4.41
2022-06-07 00:40 PDT,4.41
2022-06-07 00:39 PDT,4.41
2022-06-07 00:38 PDT,4.42
